name,description,price,category,subcategory,collection,rating,brand,colors,reviews,product_id,tags,image_url
Breezy Garden Linen Trousers,"Experience the essence of countryside serenity with our Breezy Garden Linen Trousers. Perfect for those who adore the simplicity of life outside the city, these trousers are crafted from lightweight, breathable linen for ultimate comfort. Their relaxed fit and airy feel encapsulate the ease of pastoral living, making them a staple for any lover of the outdoors.",68.0,Bottoms,Trousers & Pants,Cottagecore,4.7,Loom & Aura,"['white', 'green']","['These trousers are the epitome of comfy chic. Perfect for a day in the garden or a leisurely walk in the park.', ""Absolutely love the fit and the fabric! It's hard to find pants that are both comfortable and stylish, but these are it.""]",c5486a38-cdba-4298-a57d-888b9f876dc2,[],https://d3o574pyao1sq3.cloudfront.net/fashion/c5486a38-cdba-4298-a57d-888b9f876dc2.png
Soft Serenity Linen Trousers,"Embrace the essence of simplified living with these soft linen trousers. Designed for comfort and style, they feature a high-waisted fit and a relaxed leg silhouette, perfect for days spent in the garden or leisurely strolls through the countryside. The natural fabric ensures breathability and movement, embodying the whimsical spirit of rural life.",85.0,Bottoms,Trousers & Pants,Cottagecore,4.5,Loom & Aura,"['green', 'white']","['Absolutely in love with the fit and feel of these pants!', 'Perfect for my weekend getaway to the countryside.', 'Lightweight and breezy, making them my go-to for spring and summer.']",3db512b1-9e64-4b5e-ad14-7640ca32f329,[],https://d3o574pyao1sq3.cloudfront.net/fashion/3db512b1-9e64-4b5e-ad14-7640ca32f329.png
Sunlit Linen Pants,"Evoke the serene life of countryside living with our Sunlit Linen Pants. Carefully crafted for comfort and simplicity, these pants blend seamlessly into a life surrounded by nature. Their breathable fabric and relaxed fit make them perfect for gardening or a leisurely day outdoors.",65.0,Bottoms,Trousers & Pants,Cottagecore,4.7,Loom & Aura,"['yellow', 'white']","['Perfect for a day in the garden.', 'So comfortable and the fit is just right.']",c847a0bc-45b0-47ac-9f07-ad75263e1971,['most loved'],https://d3o574pyao1sq3.cloudfront.net/fashion/c847a0bc-45b0-47ac-9f07-ad75263e1971.png
Breezy Orchard Shorts,"Embrace the essence of countryside serenity with our Breezy Orchard Shorts. Crafted for comfort and style, these shorts feature a soft, lightweight fabric perfect for sunny days spent among nature. With a touch of whimsy, their design inspires outdoor adventures and lazy afternoons alike.",39.99,Bottoms,Shorts,Cottagecore,4.7,Echo & Stitch,"['yellow', 'green']","['Absolutely in love with the feel and fit of these shorts!', 'The perfect pair for my summer garden picnics. So comfortable and charming.']",a12e9f9c-903a-4222-addf-048a98478d29,[],https://d3o574pyao1sq3.cloudfront.net/fashion/a12e9f9c-903a-4222-addf-048a98478d29.png
Bucolic Breeze Linen Shorts,"Embrace the heart of countryside living with our Bucolic Breeze Linen Shorts. Expertly crafted for those sunny days spent in the garden or baking under the summer sky, these shorts offer unparalleled comfort and freedom. Their soft, breathable linen material, coupled with an earthy sage green hue, captures the essence of pastoral tranquility. Finished with delicate lace trim for a touch of whimsy, they're the perfect piece for your nature-inspired adventures.",42.0,Bottoms,Shorts,Cottagecore,4.5,Loom & Aura,['green'],"['Perfect for lazy afternoons in the garden. So comfortable!', 'These shorts are my new summer favorite. Love the lace detail!']",410eb801-5e8b-4645-951b-fe89c1f30dcf,['sale'],https://d3o574pyao1sq3.cloudfront.net/fashion/410eb801-5e8b-4645-951b-fe89c1f30dcf.png
Sunlit Serenity Shorts,"Embrace the warmth of summer with these light and airy cotton shorts, featuring a comfortable elastic waistband and sweet lace trimmings. Perfect for sun-soaked days spent in the garden or the tranquil countryside.",38.5,Bottoms,Shorts,Cottagecore,4.8,Loom & Aura,"['yellow', 'white']","['These shorts are absolutely darling! Perfect for a day out in the fields.', 'So comfortable and cute. The lace detail adds such a nice touch.']",5fdf4edd-e0e8-4d87-a238-f637d998948c,[],https://d3o574pyao1sq3.cloudfront.net/fashion/5fdf4edd-e0e8-4d87-a238-f637d998948c.png
Daisy Chain Swing Skirt,"Step into a serene daydream with this soft, swaying skirt. Delicately adorned with dainty daisy patterns, its light cream and soft yellow hues conjure images of sunlit afternoons spent in flourishing gardens. The breathable cotton blend ensures comfort, making it perfect for leisurely strolls through the countryside or cozy afternoons baking under the warmth of a kitchen sunbeam.",48.99,Bottoms,Skirts,Cottagecore,4.7,Canvas & Co.,"['yellow', 'white']","[""The moment I tried this skirt on, I was in love. It's the epitome of comfort and style."", 'So happy with this purchase! The pattern is lovely and the fabric feels amazing. Great for my weekend gardening.']",276f204e-73f9-46bb-b0c6-e3e80cc97868,[],https://d3o574pyao1sq3.cloudfront.net/fashion/276f204e-73f9-46bb-b0c6-e3e80cc97868.png
Blossom Flair Skirt,"Embrace the essence of countryside charm with our Blossom Flair Skirt. This piece is designed to whisk you away to a world where simplicity and nature blend seamlessly. Its flared silhouette and soft cotton fabric ensure comfort and freedom, making it perfect for sunlit garden strolls or tranquil afternoons spent with a good book. The subtle cream hue, matched with delicate floral embroidery, invites a touch of warmth and joy into every moment. ",48.99,Bottoms,Skirts,Cottagecore,4.7,Loom & Aura,['cream'],"[""Absolutely in love with this skirt! It's perfect for my cottagecore aesthetics."", ""The quality is amazing, and it's so comfortable to wear. Plus, it looks just like the photos!"", ""I've received so many compliments on this skirt. It's definitely a staple in my wardrobe now.""]",9aa3f357-87ae-4c5f-876d-de148f9a487c,[],https://d3o574pyao1sq3.cloudfront.net/fashion/9aa3f357-87ae-4c5f-876d-de148f9a487c.png
Breezy Pastoral Skirt,"Embrace the essence of idyllic life with this serene skirt, featuring a lightweight fabric adorned with delicate floral embroidery. Perfect for afternoons spent in the sunshine or tending to your garden, its flowy silhouette ensures comfort and style.",58.99,Bottoms,Skirts,Cottagecore,4.8,Loom & Aura,"['green', 'white']","['Absolutely perfect for my picnics and nature walks.', 'The floral embroidery adds such a beautiful touch. Very comfortable.']",331d24fd-d028-4e8a-a18d-c0b678f668b8,[],https://d3o574pyao1sq3.cloudfront.net/fashion/331d24fd-d028-4e8a-a18d-c0b678f668b8.png
Garden Twilight Quilted Jacket,"Wrap yourself in the essence of serene, late-afternoon garden strolls. This quilted jacket combines the warmth needed for cooler evenings with a hint of whimsy, featuring delicate quilting and soft, earth-toned hues.",120.0,Outerwear,Jackets,Cottagecore,4.5,Echo & Stitch,"['green', 'blue']","['The perfect jacket for brisk mornings. Love the colors!', 'So cozy and the stitching detail is lovely.']",ff1cf139-c6ab-4c25-a361-af73b06e9dc3,[],https://d3o574pyao1sq3.cloudfront.net/fashion/ff1cf139-c6ab-4c25-a361-af73b06e9dc3.png
Garden Dusk Linen Jacket,"Imbue your outings with the charm of early evening strolls through fragrant orchards. This soft linen jacket, in a subtle lavender, mirrors the calming grace of nature. Tailored for comfort with thoughtful detailing, it's ideal for those serene moments of outdoor bliss or cozy indoor gatherings.",89.99,Outerwear,Jackets,Cottagecore,4.7,Loom & Aura,['purple'],"['The perfect jacket for a breezy day in the garden.', 'Love the color and the fit! It feels like wearing a piece of the countryside.']",cdbe447c-c7d5-47e7-934a-f2e82dbd1106,['new in'],https://d3o574pyao1sq3.cloudfront.net/fashion/cdbe447c-c7d5-47e7-934a-f2e82dbd1106.png
Harvest Haze Overcoat,"Embrace the essence of serene country dawns with our Harvest Haze Overcoat. Designed for those who find solace in the early morning mist, this piece combines comfort with the pastoral elegance of countryside living. Its cozy fabric ensures warmth on brisk mornings, while the subtle earth-toned palette blends seamlessly with the natural landscape. Perfect for garden strolls or gathering fresh blooms.",125.5,Outerwear,Coats,Cottagecore,4.7,Loom & Aura,"['yellow', 'green']","['Truly embodies the peace and beauty of morning walks in the garden.', ""The quality and fit are exceptional, and it's become my go-to coat for chilly days.""]",326f1495-7886-40b6-bdb5-37c64119c52d,[],https://d3o574pyao1sq3.cloudfront.net/fashion/326f1495-7886-40b6-bdb5-37c64119c52d.png
Thistledown Embrace Coat,"Envelop yourself in the softness of a coat designed to echo the grace of countryside mornings. Crafted with delicate craftsmanship to offer both warmth and a seamless blend with nature’s palette. Its design features subtle, hand-stitched floral patterns, perfect for those who find solace in the serene whispers of the garden.",159.99,Outerwear,Coats,Cottagecore,4.8,Loom & Aura,"['green', 'white']","['The perfect coat for cool, early morning walks through the garden.', 'Feels like wearing a piece of art. The hand-stitched details are exquisite!']",1a0af52d-6b49-4192-86ad-40e3d8c4b7a4,[],https://d3o574pyao1sq3.cloudfront.net/fashion/1a0af52d-6b49-4192-86ad-40e3d8c4b7a4.png
Blossom Patchwork Vest,"Capture the essence of country charm with this hand-stitched patchwork vest in soft peach and cream hues. Perfect for garden strolls or baking days, it combines comfort with a hint of whimsy.",58.0,Outerwear,Vests,Cottagecore,4.7,Loom & Aura,"['orange', 'cream']","['The perfect addition to my cottagecore collection!', 'Absolutely adore the soft colors and the comfort of this vest.', 'A beautiful vest that brings a touch of the countryside to any outfit.']",10b791c1-c36c-40d3-923f-fcd772c971cd,[],https://d3o574pyao1sq3.cloudfront.net/fashion/10b791c1-c36c-40d3-923f-fcd772c971cd.png
Pastoral Poise Knit Vest,"Crafted for the lover of gentle countryside dreams, this knitted vest captivates with its soft embrace. Designed to add a layer of warmth and charm, it features delicate ribbing and a comfortable fit, perfect for serene afternoons in the garden or cozy moments by the fireplace. Its light cream and soft sage hues weave a tale of simplicity and joy in nature's lap.",58.0,Outerwear,Vests,Cottagecore,4.7,Loom & Aura,"['cream', 'green']","['Absolutely love the quality and the fit! Perfect for layering.', 'Such a unique piece, it really brings a touch of countryside charm to my wardrobe.', 'Super cozy and the colors are just lovely. It’s like wearing a hug!']",6344eaf4-1f8f-4158-9430-db449f1fd9c0,[],https://d3o574pyao1sq3.cloudfront.net/fashion/6344eaf4-1f8f-4158-9430-db449f1fd9c0.png
Breezy Bramble Dress,"Embrace the simplicity of countryside charm with this light, airy dress. Tailored for comfort and designed for the romantic at heart, it features delicate fabric buttons and a softly flared skirt to whisk you away to a world of pastoral bliss. Perfect for sunny days in the garden or lazy afternoons beneath the shade of an old oak tree.",58.99,Dresses & Jumpsuits,Casual Dresses,Cottagecore,4.7,Loom & Aura,"['green', 'white']","['Absolutely in love with the fit and feel!', 'Perfect for my weekend getaways to the countryside.', 'Feels like a second skin, so soft and easy to wear.']",a7dc7b63-ff5e-45c3-933d-55df2d29aba1,[],https://d3o574pyao1sq3.cloudfront.net/fashion/a7dc7b63-ff5e-45c3-933d-55df2d29aba1.png
Prairie Sunlight Dress,"A delightful dress that captures the essence of idyllic countryside mornings, featuring a soft, flowing silhouette ideal for garden strolls or afternoon tea. Designed with delicate puff sleeves for a touch of whimsy and a breathable cotton fabric in a gentle shade of butteryellow with subtle floral accents for a serene look.",89.99,Dresses & Jumpsuits,Casual Dresses,Cottagecore,4.7,Loom & Aura,['yellow'],"['Absolutely beautiful and comfortable. Perfect for a sunny day outside!', 'The floral details are so delicate and add a lovely touch. Feels like wearing a piece of summer.']",b63c19bc-129e-4bb7-b0fe-f21f766fe0a9,[],https://d3o574pyao1sq3.cloudfront.net/fashion/b63c19bc-129e-4bb7-b0fe-f21f766fe0a9.png
Sunrise Serenity Dress,"Embrace the tranquil essence of countryside mornings with this light, breezy dress. Perfect for a leisurely stroll through the garden or a relaxed afternoon on the porch, its soft pastel yellow and subtle green hues evoke a feeling of harmony with nature.",65.0,Dresses & Jumpsuits,Casual Dresses,Cottagecore,4.7,Canvas & Co.,"['yellow', 'green']","['Absolutely in love with the softness and simplicity of this dress!', 'The perfect outfit for a sunny picnic. Light, comfortable, and fits wonderfully.']",13ff5949-e364-47c3-9043-e68729597ecf,"['new in', 'most loved']",https://d3o574pyao1sq3.cloudfront.net/fashion/13ff5949-e364-47c3-9043-e68729597ecf.png
Blossom Twilight Gown,"Embrace the serenity of countryside elegance with this floor-length chiffon gown, detailed with a subtle v-neckline and soft, flowing sleeves. Perfect for twilight gatherings under the open sky, its lavender hue and delicate fabric embody the essence of pastoral serenity.",189.99,Dresses & Jumpsuits,Formal Dresses,Cottagecore,4.8,Canvas & Co.,['purple'],"['Feels like a fairy tale wearing this dress!', 'The lavender color is just perfect for a garden wedding.']",e7690ae0-5a94-4ef5-b1d1-e95c0ad8607f,[],https://d3o574pyao1sq3.cloudfront.net/fashion/e7690ae0-5a94-4ef5-b1d1-e95c0ad8607f.png
Garden Gala Evening Gown,"Elegant and ethereal, this floor-length gown is a tribute to timeless countryside elegance. Crafted from soft satin in a delicate shade of sage green, featuring a fitted bodice that gently flares at the waist, this dress is perfect for evenings where grace and simplicity reign.",289.99,Dresses & Jumpsuits,Formal Dresses,Cottagecore,4.8,Loom & Aura,['green'],"['Felt like a garden fairy all evening!', 'The color and fit are just divine. So comfortable too.']",7387d45a-bb45-4b01-ba66-ca792a3a40e8,"['new in', 'most loved']",https://d3o574pyao1sq3.cloudfront.net/fashion/7387d45a-bb45-4b01-ba66-ca792a3a40e8.png
Breezy Garden Romper,"Embrace the essence of countryside grace with our Breezy Garden Romper. Designed for those leisurely garden strolls and sun-dappled picnic days, this piece features delicate fabric buttons and a soft belt to cinch the waist, offering a gentle silhouette that echoes the serene charm of pastoral life.",68.0,Dresses & Jumpsuits,Jumpsuits & Rompers,Cottagecore,4.7,Eko & Stitch,"['green', 'white']","['Perfect for a sunflower field stroll!', ""So soft and comfortable, it's like a daydream in a garment.""]",698bded6-3f35-4c39-8961-632f2a2650a1,[],https://d3o574pyao1sq3.cloudfront.net/fashion/698bded6-3f35-4c39-8961-632f2a2650a1.png
Sunbeam Lace Romper,"Embrace the charm of countryside living with our Sunbeam Lace Romper. Designed for those who cherish the art of simplicity and the beauty of nature, this piece combines the ease of gardening attire with the elegance of picnic wear. Its delicate lace detailing and soft, breathable fabric ensure comfort and style, while the sun-kissed yellow color brightens any day.",68.5,Dresses & Jumpsuits,Jumpsuits & Rompers,Cottagecore,4.8,Canvas & Co.,['yellow'],"[""Absolutely in love with this romper! It's perfect for a day out in the garden or a quiet afternoon tea."", 'The fabric is so soft and comfortable, and the color is just as vibrant as pictured. Definitely a wardrobe must-have.']",b5fa1e60-ae43-4e0c-8cb0-ee2165061918,[],https://d3o574pyao1sq3.cloudfront.net/fashion/b5fa1e60-ae43-4e0c-8cb0-ee2165061918.png
Garden Tea Party Tote,"Embrace the charm of country living with this delightful tote. Crafted from soft, durable fabric, it's adorned with a soft pink hue and features a delicately embroidered cream floral pattern. Perfect for carrying your market finds or picnic necessities.",58.0,Accessories,Bags & Totes,Cottagecore,4.8,Canvas & Co.,"['pink', 'cream']","['Absolutely beautiful! Carries all my essentials for a sunny day out in the fields.', 'Sturdy and pretty, gets compliments everywhere I go!']",001970d1-ae8b-4cd6-bdf9-25e61c3eeae4,[],https://d3o574pyao1sq3.cloudfront.net/fashion/001970d1-ae8b-4cd6-bdf9-25e61c3eeae4.png
Harvest Canvas Carryall,"Embrace the gentle charm of countryside living with our Harvest Canvas Carryall. Designed for the romantic at heart, this bag unites practicality with the enchanting simplicity of pastoral life. Crafted from durable canvas in a soft cream hue, it features delicate hand-stitched floral accents in sage green, making it a perfect companion for your daily visits to the market or a leisurely picnic under the open sky.",58.0,Accessories,Bags & Totes,Cottagecore,4.8,Eko & Stitch,"cream, green","['Absolutely in love with this bag! It holds everything I need for my day-to-day adventures.', 'This bag perfectly captures the essence of simplicity and beauty. The craftsmanship is amazing.']",1ae5af2f-1c63-4835-b9c1-29895c94d7f9,[],https://d3o574pyao1sq3.cloudfront.net/fashion/1ae5af2f-1c63-4835-b9c1-29895c94d7f9.png
